type,price,beds,bath,propertysqft,state,administrative_area_level_2,locality,sublocality,street_name,latitude,longitude,dist_to_center_km,geo_cluster,density_listings_per_km2
Multi-family home for sale,850000,3,3.0,2646.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5786954,-73.9626508,15.353732639723003,15,18.101642317847244
House for sale,725000,3,2.0,2184.207862,"Jamaica, NY 11436",United States,New York,Queens County,Queens,40.6763934,-73.7998105,17.848499633256804,10,5.331989787398161
Co-op for sale,438000,1,1.0,2184.207862,"New York, NY 10009",New York,New York County,New York,Manhattan,40.7228235,-73.98509,2.0851396952782077,12,5.335993530828391
House for sale,649999,4,1.0,2184.207862,"Saint Albans, NY 11412",United States,New York,Queens County,Queens,40.6936825,-73.7495584,21.72144397285326,4,3.2001540457068054
House for sale,2235000,3,4.0,2750.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.577846,-73.946577,15.82156672715464,15,6.3888149357107915
House for sale,897000,3,2.0,1664.0,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6137691,-73.9416652,12.27620047641636,15,5.327198569558077
Condo for sale,719000,3,2.0,2184.207862,"Whitestone, NY 11357",New York,Queens County,Queens,Beechhurst,40.7964178,-73.8058096,19.255906854215468,7,1.068323144843901
Co-op for sale,399000,1,1.0,2184.207862,"Manhattan, NY 10028",New York,New York County,New York,Manhattan,40.7763285,-73.9475088,8.61287916182788,0,25.63203533393683
Co-op for sale,1195000,2,2.0,2184.207862,"New York, NY 10028",New York,New York County,New York,Manhattan,40.77475,-73.9488864,8.402558664809522,0,25.63203533393683
Pending,599000,3,3.0,1392.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.5556599,-74.1550879,21.531020902817158,17,5.32242178600499
House for sale,749000,4,3.0,2013.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.6109749,-74.0710212,12.580831186575946,2,7.4580779973813085
Townhouse for sale,599999,3,2.0,1800.0,"Staten Island, NY 10305",United States,New York,Richmond County,Staten Island,40.5916853,-74.0778219,14.76756517303741,2,2.130241882799864
House for sale,1370000,6,3.0,2184.207862,"Jamaica, NY 11432",United States,New York,Queens County,Queens,40.7102471,-73.8049849,16.94517776442457,10,3.201115185665774
Co-op for sale,499000,3,2.0,1266.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7379227,-73.8470718,13.68091380159622,6,13.875668271483937
Co-op for sale,405000,3,1.0,550.0,"New York, NY 10028",New York,New York County,New York,Manhattan,40.7740666,-73.9522989,8.177907665639172,0,24.564033861658213
Condo for sale,320000,2,1.0,802.0,"Bronx, NY 10462",New York,Bronx County,The Bronx,Parkchester,40.840912,-73.8545918,19.117303323291896,3,7.483901214933559
Co-op for sale,160000,1,1.0,2184.207862,"Bronx, NY 10471",New York,Bronx County,The Bronx,North Riverdale,40.9048823,-73.9051113,22.984525519565405,9,17.12157035209475
House for sale,1680000,1,1.0,3536.0,"New York, NY 10030",United States,New York,New York County,New York,40.8186279,-73.9460737,12.80412809771976,14,12.82374169822746
Co-op for sale,888000,3,2.0,1600.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.724514,-73.8458441,13.560191091499568,6,32.01596118501108
Co-op for sale,300000,3,1.0,600.0,"Brooklyn, NY 11218",New York,Kings County,Brooklyn,Kensington,40.6372695,-73.9712947,8.893978936741126,5,6.394552843101725
Multi-family home for sale,560000,3,2.3738608579684373,2184.207862,"Brooklyn, NY 11210",United States,New York,Kings County,Brooklyn,40.632221,-73.955309,9.927611949596303,11,2.1315176143645305
Multi-family home for sale,1100000,5,3.0,1916.0,"Brooklyn, NY 11234",United States,New York,Kings County,Brooklyn,40.6183626,-73.9260392,12.480193188221671,11,5.327198569558077
Contingent,1099000,6,6.0,3219.0,"Staten Island, NY 10308",United States,New York,Richmond County,Staten Island,40.549134,-74.142459,21.536134958599433,17,5.3216270552892375
House for sale,729000,3,2.0,1854.0,"Brooklyn, NY 11224",United States,New York,Kings County,Brooklyn,40.5749619,-73.9982799,15.340752942912655,15,2.129604978570264
Condo for sale,1338000,3,2.0,2082.0,"Staten Island, NY 10301",New York,Richmond County,Staten Island,Mid Island,40.6403656,-74.0737574,9.875345267105176,2,6.395510845319805
Condo for sale,2099000,2,2.0,1447.0,"Brooklyn, NY 11201",New York,Kings County,Brooklyn,Downtown Brooklyn,40.7019045,-73.9844236,2.185289688779349,12,8.535025319405422
House for sale,850000,3,2.0,2184.207862,"South Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6699378,-73.8213422,16.28199531530983,10,2.1324760986448745
Multi-family home for sale,989000,5,3.0,2184.207862,"Jackson Heights, NY 11372",United States,New York,Queens County,Queens,40.7531679,-73.8836878,11.241009027187783,18,30.96272357735272
Co-op for sale,995000,1,1.0,2184.207862,"Manhattan, NY 10011",New York,New York County,New York,Manhattan,40.7440497,-73.9980389,3.538976107506533,12,12.810234842260641
Multi-family home for sale,848000,5,4.0,2080.0,"Brooklyn, NY 11207",United States,New York,Kings County,Brooklyn,40.6615475,-73.898309,10.720478005875957,1,5.331190246612186
Multi-family home for sale,1900000,6,4.0,2565.0,"Brooklyn, NY 11238",United States,New York,Kings County,Brooklyn,40.6778716,-73.9615757,5.395501577677058,5,7.464785702357426
Co-op for sale,699000,1,1.0,600.0,"New York, NY 10023",New York,New York County,New York,Manhattan,40.7794608,-73.979919,7.731127874404319,0,9.612013250226312
Multi-family home for sale,899999,4,2.0,2194.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.6172199,-74.1320669,15.033906610843756,13,6.392638283469693
Multi-family home for sale,789000,4,2.0,2184.207862,"Brooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6382091,-73.9325492,10.351876363158407,11,6.394552843093591
House for sale,889000,3,2.0,2052.0,"Staten Island, NY 10312",United States,New York,Richmond County,Staten Island,40.5312573,-74.157737,23.906219492862096,17,2.1283330895679073
Co-op for sale,270000,2,1.0,700.0,"Astoria, NY 11101",New York,Queens County,Queens,Astoria,40.7751901,-73.9090015,10.719344104807826,18,11.748016194706103
House for sale,849000,4,3.0,2184.207862,"Floral Park, NY 11001",United States,New York,Queens County,Queens,40.7314866,-73.7083076,25.173255546399357,4,3.2020772934193698
Multi-family home for sale,529000,5,2.0,2248.0,"Far Rockaway, NY 11691",United States,New York,Queens County,Queens,40.5952037,-73.7634372,24.28358206954349,16,3.1953628241957315
House for sale,1250000,4,2.3738608579684373,2184.207862,"Flushing, NY 11355",United States,New York,Queens County,Queens,40.7562704,-73.8180817,16.55483506985493,7,3.203040370070971
Co-op for sale,205000,1,1.0,2184.207862,"Bronx, NY 10463",New York,Bronx County,The Bronx,Spuyten Duyvil,40.8801731,-73.91173,20.232251383086926,9,25.67459249692015
House for sale,1999000,4,2.0,2600.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5908362,-74.1019957,15.795732624998157,2,5.325604706992886
House for sale,598000,3,2.0,1144.0,"Bronx, NY 10463",United States,New York,Bronx County,The Bronx,40.87796,-73.9011666,20.37524692171574,9,5.348065398666365
Co-op for sale,536000,2,2.0,1200.0,"Bronx, NY 10463",New York,Bronx County,The Bronx,Riverdale,40.8881345,-73.9162336,20.909312263999798,9,25.67459249692015
Multi-family home for sale,1180000,6,5.0,1810.0,"College Point, NY 11356",United States,New York,Queens County,Queens,40.793158,-73.8419309,16.457158274373235,7,8.546585158751208
House for sale,569000,2,1.0,840.0,"Brooklyn, NY 11208",United States,New York,Kings County,Brooklyn,40.6656889,-73.8773179,12.04820694385339,1,6.397428295934623
Multi-family home for sale,750000,1,1.0,630.0,"New York, NY 10025",New York,New York County,New York,Manhattan,40.8032133,-73.9648078,10.635348539005165,14,10.684841026484005
Co-op for sale,1575000,2,2.0,1157.0,"New York, NY 10023",New York,New York County,New York,Manhattan,40.777244,-73.9868738,7.344770860336782,0,25.632035333904224
House for sale,599000,3,2.0,1052.0,"Bronx, NY 10469",United States,New York,Bronx County,The Bronx,40.8750212,-73.8547365,22.07989708948894,3,5.348065398666365
Condo for sale,888000,3,2.0,1700.0,"Brooklyn, NY 11228",New York,Kings County,Brooklyn,Dyker Heights,40.6226046,-74.0176964,10.077684354639308,19,5.327996102146021
Condo for sale,599000,2,2.0,2184.207862,"Flushing, NY 11355",New York,Queens County,Queens,Flushing,40.7517561,-73.8344347,15.09112638554473,6,9.609121110212913
Condo for sale,838000,3,2.0,706.0,"New York, NY 10002",New York,New York County,New York,Manhattan,40.7118928,-73.9940945,1.0085149532304856,12,5.335191976109623
Condo for sale,240000,1,1.0,800.0,"Staten Island, NY 10301",New York,Richmond County,Staten Island,Castleton Corners,40.6189484,-74.1071576,13.47969705238993,2,6.3926382834615625
Condo for sale,349980,3,1.0,2184.207862,"Flushing, NY 11367",New York,Queens County,Queens,Flushing,40.7187728,-73.811168,16.434024163303338,10,7.469268766543969
Townhouse for sale,588000,2,2.0,2000.0,"Staten Island, NY 10314",United States,New York,Richmond County,Staten Island,40.5904561,-74.1521059,18.35741426957583,17,3.1953628241957315
House for sale,799000,3,2.0,1000.0,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5907198,-73.956552,14.20121639440777,15,5.325604706992886
Condo for sale,1299000,1,2.0,1066.0,"New York, NY 10022",New York,New York County,New York,Manhattan,40.7617181,-73.969764,6.237670731432392,0,32.03522272087748
Co-op for sale,1088000,5,2.0,2184.207862,"Forest Hills, NY 11375",New York,Queens County,Queens,Flushing,40.7186003,-73.8453488,13.55518422483458,6,5.335191976109623
House for sale,1180000,4,4.0,1820.0,"Little Neck, NY 11362",United States,New York,Queens County,Queens,40.7668584,-73.7375575,23.40155405230985,4,2.135681514722448
Multi-family home for sale,899000,4,2.3738608579684373,2184.207862,"South Ozone Park, NY 11420",United States,New York,Queens County,Queens,40.6803198,-73.8281794,15.420108534832695,10,2.133115892203155
Condo for sale,2095000,2,2.0,1600.0,"New York, NY 10022",New York,New York County,New York,Manhattan,40.7603031,-73.9610497,6.499544743338785,0,32.03522272087748
Co-op for sale,735000,1,1.0,800.0,"Manhattan, NY 10025",New York,New York County,New York,Manhattan,40.7938201,-73.9713411,9.4702601648253,0,16.024847172658518
House for sale,929000,5,2.3738608579684373,2200.0,"Staten Island, NY 10306",United States,New York,Richmond County,Staten Island,40.5592121,-74.1263587,19.869857630922017,17,3.193453071602994
Condo for sale,575000,3,2.0,877.0,"Ridgewood, NY 11385",New York,Queens County,Queens,Ridgewood,40.7019793,-73.8942094,9.499499150399469,8,4.26751265970814
Multi-family home for sale,860000,5,3.0,2324.0,"Brooklyn, NY 11224",United States,New York,Kings County,Brooklyn,40.5768936,-74.0048793,15.112418853706963,19,5.3240124464188865
House for sale,700000,4,2.0,1890.0,"Bronx, NY 10466",United States,New York,Bronx County,The Bronx,40.885187,-73.854142,23.039789299282564,3,4.279098749481248
Condo for sale,728000,3,2.0,1450.0,"Woodside, NY 11377",New York,Queens County,Queens,Woodside,40.7436792,-73.8983202,9.701583667543323,18,8.540156561507095
Condo for sale,875000,3,2.0,1437.0,"New York, NY 10033",New York,New York County,New York,Manhattan,40.8539526,-73.9345678,16.808303018642004,14,13.900771411675182
House for sale,1499999,5,3.0,2184.207862,"Richmond Hill, NY 11418",United States,New York,Queens County,Queens,40.695043,-73.832656,14.744975943817716,10,3.2001540457027344
Co-op for sale,975000,2,2.0,1270.0,"Manhattan, NY 10032",New York,New York County,New York,Manhattan,40.8370331,-73.9477948,14.657816187693435,14,7.482772238513862
Multi-family home for sale,1650000,3,3.0,1472.0,"Brooklyn, NY 11204",United States,New York,Kings County,Brooklyn,40.6206794,-73.9855221,10.387948332846232,19,2.1311984408556968
Co-op for sale,329000,1,1.0,820.0,"Forest Hills, NY 11375",New York,Queens County,Queens,Forest Hills,40.7157399,-73.83672,14.271125715391154,6,16.005575928308506
Co-op for sale,295000,1,1.0,2184.207862,"Bronx, NY 10463",United States,New York,Bronx County,The Bronx,40.883124,-73.9164633,20.383761783663196,9,25.67459249692015
Co-op for sale,297000,1,1.0,2184.207862,"Brooklyn, NY 11214",United States,New York,Kings County,Brooklyn,40.6013587,-74.0073583,12.39225401029948,19,5.326401437908634
Co-op for sale,785000,1,1.0,2184.207862,"New York, NY 10016",New York,New York County,New York,Manhattan,40.7473555,-73.9813841,4.366505193150033,12,12.810234842244345
House for sale,1375000,3,2.0,1960.0,"Brooklyn, NY 11215",United States,New York,Kings County,Brooklyn,40.6600309,-73.9848315,6.13313134308572,5,7.463666345247566
Co-op for sale,185000,3,1.0,500.0,"Bronx, NY 10471",New York,Bronx County,The Bronx,Hudson Hill,40.8952914,-73.9089308,21.87517864917246,9,6.419618258669518
Co-op for sale,215000,3,1.0,2184.207862,"Rego Park, NY 11374",United States,New York,Queens County,Queens,40.7337965,-73.8620837,12.350692069124834,6,14.943027369290393
Co-op for sale,399000,2,1.0,960.0,"Brooklyn, NY 11224",New York,Kings County,Brooklyn,Coney Island,40.5792324,-73.9713245,15.13745223216762,15,15.972037339276978
House for sale,580880,4,2.0,1504.0,"Brooklyn, NY 11203",United States,New York,Kings County,Brooklyn,40.6492194,-73.933307,9.357217652794244,11,6.395510845311669
Co-op for sale,250000,1,1.0,800.0,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.6180698,-73.9699744,10.963035883389711,15,4.261758855646462
Co-op for sale,259000,3,2.0,1089.0,"Bronx, NY 10465",United States,New York,Bronx County,The Bronx,40.8246371,-73.8072061,20.854601811216188,7,2.1376125230040732
Multi-family home for sale,1188888,4,2.0,2184.207862,"Flushing, NY 11367",United States,New York,Queens County,Queens,40.7427492,-73.8333091,14.928103615107927,6,1.0675195701870288
House for sale,599999,3,2.0,1340.0,"Brooklyn, NY 11212",United States,New York,Kings County,Brooklyn,40.6677486,-73.9134481,9.2729237419432,8,4.264952197289749
Townhouse for sale,1799000,6,4.0,3300.0,"Brooklyn, NY 11221",United States,New York,Kings County,Brooklyn,40.6959511,-73.9321432,6.501567346505462,8,6.400308091405469
House for sale,2250000,6,4.0,2184.207862,"Brooklyn, NY 11222",United States,New York,Kings County,Brooklyn,40.7246592,-73.9475691,5.097893091727039,8,4.268794824668143
Condo for sale,499000,1,1.0,845.0,"Brooklyn, NY 11230",New York,Kings County,Brooklyn,Midwood,40.611469,-73.954103,12.087959298693308,15,8.523517711282084
House for sale,650000,3,2.0,1522.0,"Bellerose, NY 11426",United States,New York,Queens County,Queens,40.723245,-73.7293286,23.346208894904965,4,3.201596118501108
Multi-family home for sale,1400000,5,4.0,2184.207862,"Brooklyn, NY 11235",United States,New York,Kings County,Brooklyn,40.5895581,-73.9376469,14.867699907647781,15,11.71457842845917
House for sale,720000,3,3.0,2200.0,"Brooklyn, NY 11233",United States,New York,Kings County,Brooklyn,40.6782274,-73.9267868,7.705636475778843,8,6.398387744877794
Co-op for sale,1495000,1,2.0,2184.207862,"Manhattan, NY 10010",New York,New York County,New York,Manhattan,40.7382884,-73.9851838,3.3331130636299213,12,23.481900151712175
House for sale,499999,3,2.0,1763.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.6175808,-74.0858322,12.547624102124246,2,4.261758855641042
Co-op for sale,258000,1,1.0,650.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Brighton Beach,40.5759986,-73.960785,15.68269938275303,15,18.101642317847244
Co-op for sale,349000,2,1.0,800.0,"Brooklyn, NY 11235",New York,Kings County,Brooklyn,Sheepshead Bay,40.5844399,-73.9316116,15.591822600895823,15,11.71457842845917
Multi-family home for sale,2350000,6,4.0,2700.0,"Whitestone, NY 11357",United States,New York,Queens County,Queens,40.7832315,-73.7958397,19.35878485114421,7,4.272649072238805
Condo for sale,2995000,2,2.0,1452.0,"Manhattan, NY 10128",New York,New York County,New York,Manhattan,40.7803919,-73.9558923,8.620137293173869,0,21.36324536116685
House for sale,2975000,3,2.0,2184.207862,"Brooklyn, NY 11238",United States,New York,Kings County,Brooklyn,40.674276,-73.9626129,5.632965688470731,5,7.464785702357426
House for sale,1193000,2,2.0,1518.0,"Staten Island, NY 10304",United States,New York,Richmond County,Staten Island,40.5839283,-74.1113788,16.863721797228497,17,2.1299233506316493
Co-op for sale,639000,3,1.0,1100.0,"Woodside, NY 11377",New York,Queens County,Queens,Woodside,40.7586944,-73.9049161,9.928755874945498,18,8.541440986855923
House for sale,1100000,4,3.0,1400.0,"Brooklyn, NY 11228",United States,New York,Kings County,Brooklyn,40.6231568,-74.0148411,9.995734654771464,19,5.327996102146021
House for sale,868000,3,2.0,1690.0,"Middle Village, NY 11379",United States,New York,Queens County,Queens,40.7187347,-73.875063,11.055194057172244,6,5.335191976109623
Multi-family home for sale,1290000,5,3.0,2184.207862,"Woodside, NY 11377",United States,New York,Queens County,Queens,40.7404458,-73.9008992,9.374872891793494,18,5.337597850935143
Pending,758888,4,2.0,2184.207862,"Elmhurst, NY 11373",United States,New York,Queens County,Queens,40.7479833,-73.8746835,11.736283370464152,18,10.675195701883869
